date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:27:46	107/107	---MCZ	200	added ('OK')	text/plain	date:Tue,%2002%20Aug%202022%2003:13:59%20GMT	https://www.theborneopost.com/robots.txt		(from )
01:27:46	74480/74480	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:27:46%20GMT	https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/index.html	(from )
01:27:46	16659/16659	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2003:09:59%20GMT	https://www.theborneopost.com/newsimages/2022/03/bp.png	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/newsimages/2022/03/bp.png	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:47	4249/4249	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202024%2006:34:25%20GMT	https://www.theborneopost.com/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min.js?ver=7.1.0	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min9d27.js	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:47	2656/2656	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2003:12:03%20GMT	https://www.theborneopost.com/wp-content/plugins/wp-google-search/wgs2.css?ver=6.6.2	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-content/plugins/wp-google-search/wgs2109c.css	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:47	112427/112427	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Oct%202024%2006:37:47%20GMT	https://www.theborneopost.com/wp-includes/css/dist/block-library/style.min.css?ver=6.6.2	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-includes/css/dist/block-library/style.min109c.css	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:47	221/221	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Oct%202024%2006:33:35%20GMT	https://www.theborneopost.com/wp-content/plugins/simple-embed-code/css/video-container.min.css?ver=2.5	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-content/plugins/simple-embed-code/css/video-container.min7f0f.css	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:47	104208/104208	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Sep%202024%2008:46:57%20GMT	https://www.theborneopost.com/wp-content/plugins/simple-social-buttons/assets/css/front.css?ver=5.3.1	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-content/plugins/simple-social-buttons/assets/css/front7923.css	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:48	106488/106488	---M-Z	200	added ('OK')	text/css	date:Mon,%2025%20Nov%202024%2006:34:20%20GMT	https://www.theborneopost.com/wp-content/themes/smart-mag/style.css?ver=3.2.0	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-content/themes/smart-mag/style55a0.css	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
01:27:48	28829/28829	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Feb%202019%2005:13:56%20GMT	https://www.theborneopost.com/wp-content/themes/smart-mag/css/responsive.css?ver=3.2.0	C:/My%20Web%20Sites/PBS%20confident%20in%20retaining%20Kiulu,%20Kundasang,%20Tandek%20seats/www.theborneopost.com/wp-content/themes/smart-mag/css/responsive55a0.css	(from https://www.theborneopost.com/2024/07/08/pbs-confident-in-retaining-kiulu-kundasang-tandek-seats/)
